image_name,bboxes,classes
Rotate180/02_0_8.jpg,"[[408, 248, 441, 277], [345, 198, 378, 227], [417, 194, 450, 221], [403, 78, 454, 125], [404, 1, 454, 36], [485, 2, 511, 21]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank']"
Rotate270/02_0_8.jpg,"[[248, 71, 277, 104], [198, 134, 227, 167], [194, 62, 221, 95], [78, 58, 125, 109], [1, 58, 36, 108], [2, 1, 21, 27]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank']"
HorizontalFlip/02_0_8.jpg,"[[408, 235, 441, 264], [345, 285, 378, 314], [417, 291, 450, 318], [403, 387, 454, 434], [404, 476, 454, 511], [485, 491, 511, 510]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank']"
HFlipRotate90/02_0_8.jpg,"[[235, 71, 264, 104], [285, 134, 314, 167], [291, 62, 318, 95], [387, 58, 434, 109], [476, 58, 511, 108], [491, 1, 510, 27]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank']"
HFlipRotate180/02_0_8.jpg,"[[71, 248, 104, 277], [134, 198, 167, 227], [62, 194, 95, 221], [58, 78, 109, 125], [58, 1, 108, 36], [1, 2, 27, 21]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank']"
HFlipRotate270/02_0_8.jpg,"[[248, 408, 277, 441], [198, 345, 227, 378], [194, 417, 221, 450], [78, 403, 125, 454], [1, 404, 36, 454], [2, 485, 21, 511]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank']"
Rotate90/03_9_8.jpg,"[[30, 394, 147, 511]]",['Tank']
Rotate180/03_9_8.jpg,"[[394, 365, 511, 482]]",['Tank']
Rotate270/03_9_8.jpg,"[[365, 1, 482, 118]]",['Tank']
HorizontalFlip/03_9_8.jpg,"[[394, 30, 511, 147]]",['Tank']
HFlipRotate90/03_9_8.jpg,"[[30, 1, 147, 118]]",['Tank']
HFlipRotate180/03_9_8.jpg,"[[1, 365, 118, 482]]",['Tank']
HFlipRotate270/03_9_8.jpg,"[[365, 394, 482, 511]]",['Tank']
Rotate90/14_4_7.jpg,"[[35, 462, 85, 509], [62, 348, 160, 443], [263, 353, 334, 421], [481, 68, 511, 152], [409, 0, 501, 49], [241, 1, 315, 20], [117, 9, 210, 99]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate180/14_4_7.jpg,"[[462, 427, 509, 477], [348, 352, 443, 450], [353, 178, 421, 249], [68, 1, 152, 31], [0, 11, 49, 103], [1, 197, 20, 271], [9, 302, 99, 395]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate270/14_4_7.jpg,"[[427, 3, 477, 50], [352, 69, 450, 164], [178, 91, 249, 159], [1, 360, 31, 444], [11, 463, 103, 512], [197, 492, 271, 511], [302, 413, 395, 503]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/14_4_7.jpg,"[[462, 35, 509, 85], [348, 62, 443, 160], [353, 263, 421, 334], [68, 481, 152, 511], [0, 409, 49, 501], [1, 241, 20, 315], [9, 117, 99, 210]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/14_4_7.jpg,"[[35, 3, 85, 50], [62, 69, 160, 164], [263, 91, 334, 159], [481, 360, 511, 444], [409, 463, 501, 512], [241, 492, 315, 511], [117, 413, 210, 503]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/14_4_7.jpg,"[[3, 427, 50, 477], [69, 352, 164, 450], [91, 178, 159, 249], [360, 1, 444, 31], [463, 11, 512, 103], [492, 197, 511, 271], [413, 302, 503, 395]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/14_4_7.jpg,"[[427, 462, 477, 509], [352, 348, 450, 443], [178, 353, 249, 421], [1, 68, 31, 152], [11, 0, 103, 49], [197, 1, 271, 20], [302, 9, 395, 99]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate90/87_5_4.jpg,"[[354, 112, 397, 150], [319, 54, 362, 92]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate180/87_5_4.jpg,"[[112, 115, 150, 158], [54, 150, 92, 193]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate270/87_5_4.jpg,"[[115, 362, 158, 400], [150, 420, 193, 458]]","['Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/87_5_4.jpg,"[[112, 354, 150, 397], [54, 319, 92, 362]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/87_5_4.jpg,"[[354, 362, 397, 400], [319, 420, 362, 458]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/87_5_4.jpg,"[[362, 115, 400, 158], [420, 150, 458, 193]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/87_5_4.jpg,"[[115, 112, 158, 150], [150, 54, 193, 92]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate90/05_3_6.jpg,"[[368, 1, 383, 20]]",['Tank']
Rotate180/05_3_6.jpg,"[[1, 129, 20, 144]]",['Tank']
Rotate270/05_3_6.jpg,"[[129, 492, 144, 511]]",['Tank']
HorizontalFlip/05_3_6.jpg,"[[1, 368, 20, 383]]",['Tank']
HFlipRotate90/05_3_6.jpg,"[[368, 492, 383, 511]]",['Tank']
HFlipRotate180/05_3_6.jpg,"[[492, 129, 511, 144]]",['Tank']
HFlipRotate270/05_3_6.jpg,"[[129, 1, 144, 20]]",['Tank']
Rotate90/15_5_2.jpg,"[[324, 1, 417, 74], [452, 1, 512, 74]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate180/15_5_2.jpg,"[[1, 95, 74, 188], [1, 0, 74, 60]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate270/15_5_2.jpg,"[[95, 438, 188, 511], [0, 438, 60, 511]]","['Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/15_5_2.jpg,"[[1, 324, 74, 417], [1, 452, 74, 513]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/15_5_2.jpg,"[[324, 438, 417, 511], [452, 438, 512, 511]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/15_5_2.jpg,"[[438, 95, 511, 188], [438, 0, 511, 60]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/15_5_2.jpg,"[[95, 1, 188, 74], [0, 1, 60, 74]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate90/83_6_9.jpg,"[[391, 390, 478, 477]]",['Floating Head Tank']
Rotate180/83_6_9.jpg,"[[390, 34, 477, 121]]",['Floating Head Tank']
Rotate270/83_6_9.jpg,"[[34, 35, 121, 122]]",['Floating Head Tank']
HorizontalFlip/83_6_9.jpg,"[[390, 391, 477, 478]]",['Floating Head Tank']
HFlipRotate90/83_6_9.jpg,"[[391, 35, 478, 122]]",['Floating Head Tank']
HFlipRotate180/83_6_9.jpg,"[[35, 34, 122, 121]]",['Floating Head Tank']
HFlipRotate270/83_6_9.jpg,"[[34, 390, 121, 477]]",['Floating Head Tank']
Rotate90/44_3_4.jpg,"[[369, 296, 459, 384], [370, 84, 460, 171]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate180/44_3_4.jpg,"[[296, 53, 384, 143], [84, 52, 171, 142]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate270/44_3_4.jpg,"[[53, 128, 143, 216], [52, 341, 142, 428]]","['Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/44_3_4.jpg,"[[296, 369, 384, 459], [84, 370, 171, 460]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/44_3_4.jpg,"[[369, 128, 459, 216], [370, 341, 460, 428]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/44_3_4.jpg,"[[128, 53, 216, 143], [341, 52, 428, 142]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/44_3_4.jpg,"[[53, 296, 143, 384], [52, 84, 142, 171]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate90/13_4_4.jpg,"[[464, 299, 507, 339], [481, 256, 512, 299], [332, 8, 394, 68]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate180/13_4_4.jpg,"[[299, 5, 339, 48], [256, 0, 299, 31], [8, 118, 68, 180]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate270/13_4_4.jpg,"[[5, 173, 48, 213], [0, 213, 31, 256], [118, 444, 180, 504]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/13_4_4.jpg,"[[299, 464, 339, 507], [256, 481, 299, 512], [8, 332, 68, 394]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/13_4_4.jpg,"[[464, 173, 507, 213], [481, 213, 512, 256], [332, 444, 394, 504]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/13_4_4.jpg,"[[173, 5, 213, 48], [213, 0, 256, 31], [444, 118, 504, 180]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/13_4_4.jpg,"[[5, 299, 48, 339], [0, 256, 31, 299], [118, 8, 180, 68]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate90/05_3_8.jpg,"[[177, 210, 211, 251], [135, 211, 168, 251], [87, 234, 119, 276], [54, 209, 88, 249], [26, 239, 59, 276], [9, 165, 30, 189], [11, 142, 31, 165], [13, 117, 32, 142], [34, 164, 53, 188], [36, 141, 55, 164], [37, 115, 56, 141], [68, 167, 87, 189], [70, 143, 88, 167], [70, 118, 89, 143], [91, 163, 110, 186], [91, 138, 110, 163], [228, 235, 263, 275]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Floating Head Tank']"
Rotate180/05_3_8.jpg,"[[210, 301, 251, 335], [211, 344, 251, 377], [234, 393, 276, 425], [209, 424, 249, 458], [239, 453, 276, 486], [165, 482, 189, 503], [142, 481, 165, 501], [117, 480, 142, 499], [164, 459, 188, 478], [141, 457, 164, 476], [115, 456, 141, 475], [167, 425, 189, 444], [143, 424, 167, 442], [118, 423, 143, 442], [163, 402, 186, 421], [138, 402, 163, 421], [235, 249, 275, 284]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Floating Head Tank']"
Rotate270/05_3_8.jpg,"[[301, 261, 335, 302], [344, 261, 377, 301], [393, 236, 425, 278], [424, 263, 458, 303], [453, 236, 486, 273], [482, 323, 503, 347], [481, 347, 501, 370], [480, 370, 499, 395], [459, 324, 478, 348], [457, 348, 476, 371], [456, 371, 475, 397], [425, 323, 444, 345], [424, 345, 442, 369], [423, 369, 442, 394], [402, 326, 421, 349], [402, 349, 421, 374], [249, 237, 284, 277]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Floating Head Tank']"
HorizontalFlip/05_3_8.jpg,"[[210, 177, 251, 211], [211, 135, 251, 168], [234, 87, 276, 119], [209, 54, 249, 88], [239, 26, 276, 59], [165, 9, 189, 30], [142, 11, 165, 31], [117, 13, 142, 32], [164, 34, 188, 53], [141, 36, 164, 55], [115, 37, 141, 56], [167, 68, 189, 87], [143, 70, 167, 88], [118, 70, 143, 89], [163, 91, 186, 110], [138, 91, 163, 110], [235, 228, 275, 263]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Floating Head Tank']"
HFlipRotate90/05_3_8.jpg,"[[177, 261, 211, 302], [135, 261, 168, 301], [87, 236, 119, 278], [54, 263, 88, 303], [26, 236, 59, 273], [9, 323, 30, 347], [11, 347, 31, 370], [13, 370, 32, 395], [34, 324, 53, 348], [36, 348, 55, 371], [37, 371, 56, 397], [68, 323, 87, 345], [70, 345, 88, 369], [70, 369, 89, 394], [91, 326, 110, 349], [91, 349, 110, 374], [228, 237, 263, 277]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Floating Head Tank']"
HFlipRotate180/05_3_8.jpg,"[[261, 301, 302, 335], [261, 344, 301, 377], [236, 393, 278, 425], [263, 424, 303, 458], [236, 453, 273, 486], [323, 482, 347, 503], [347, 481, 370, 501], [370, 480, 395, 499], [324, 459, 348, 478], [348, 457, 371, 476], [371, 456, 397, 475], [323, 425, 345, 444], [345, 424, 369, 442], [369, 423, 394, 442], [326, 402, 349, 421], [349, 402, 374, 421], [237, 249, 277, 284]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Floating Head Tank']"
HFlipRotate270/05_3_8.jpg,"[[301, 210, 335, 251], [344, 211, 377, 251], [393, 234, 425, 276], [424, 209, 458, 249], [453, 239, 486, 276], [482, 165, 503, 189], [481, 142, 501, 165], [480, 117, 499, 142], [459, 164, 478, 188], [457, 141, 476, 164], [456, 115, 475, 141], [425, 167, 444, 189], [424, 143, 442, 167], [423, 118, 442, 143], [402, 163, 421, 186], [402, 138, 421, 163], [249, 235, 284, 275]]","['Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Tank', 'Floating Head Tank']"
Rotate90/14_0_4.jpg,"[[176, 227, 268, 318], [180, 52, 269, 142], [176, 438, 266, 510], [0, 224, 76, 312], [0, 468, 36, 511], [0, 47, 80, 136]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate180/14_0_4.jpg,"[[227, 244, 318, 336], [52, 243, 142, 332], [438, 246, 510, 336], [224, 436, 312, 512], [468, 476, 511, 512], [47, 432, 136, 512]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate270/14_0_4.jpg,"[[244, 194, 336, 285], [243, 370, 332, 460], [246, 2, 336, 74], [436, 200, 512, 288], [476, 1, 512, 44], [432, 376, 512, 465]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/14_0_4.jpg,"[[227, 176, 318, 268], [52, 180, 142, 269], [438, 176, 510, 266], [224, 0, 312, 76], [468, -1, 511, 36], [47, 0, 136, 80]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/14_0_4.jpg,"[[176, 194, 268, 285], [180, 370, 269, 460], [176, 2, 266, 74], [0, 200, 76, 288], [0, 1, 36, 44], [0, 376, 80, 465]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/14_0_4.jpg,"[[194, 244, 285, 336], [370, 243, 460, 332], [2, 246, 74, 336], [200, 436, 288, 512], [1, 476, 44, 512], [376, 432, 465, 512]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/14_0_4.jpg,"[[244, 227, 336, 318], [243, 52, 332, 142], [246, 438, 336, 510], [436, 224, 512, 312], [476, 468, 512, 511], [432, 47, 512, 136]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate90/12_3_0.jpg,"[[218, 108, 282, 189]]",['Floating Head Tank']
Rotate180/12_3_0.jpg,"[[108, 230, 189, 294]]",['Floating Head Tank']
Rotate270/12_3_0.jpg,"[[230, 323, 294, 404]]",['Floating Head Tank']
HorizontalFlip/12_3_0.jpg,"[[108, 218, 189, 282]]",['Floating Head Tank']
HFlipRotate90/12_3_0.jpg,"[[218, 323, 282, 404]]",['Floating Head Tank']
HFlipRotate180/12_3_0.jpg,"[[323, 230, 404, 294]]",['Floating Head Tank']
HFlipRotate270/12_3_0.jpg,"[[230, 108, 294, 189]]",['Floating Head Tank']
Rotate90/80_0_7.jpg,"[[145, 364, 278, 497], [229, 217, 364, 350], [318, 83, 436, 200], [421, 325, 511, 459], [344, 472, 466, 512]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate180/80_0_7.jpg,"[[364, 234, 497, 367], [217, 148, 350, 283], [83, 76, 200, 194], [325, 1, 459, 91], [472, 46, 512, 168]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate270/80_0_7.jpg,"[[234, 15, 367, 148], [148, 162, 283, 295], [76, 312, 194, 429], [1, 53, 91, 187], [46, 0, 168, 40]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/80_0_7.jpg,"[[364, 145, 497, 278], [217, 229, 350, 364], [83, 318, 200, 436], [325, 421, 459, 511], [472, 344, 513, 466]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/80_0_7.jpg,"[[145, 15, 278, 148], [229, 162, 364, 295], [318, 312, 436, 429], [421, 53, 511, 187], [344, 0, 466, 40]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/80_0_7.jpg,"[[15, 234, 148, 367], [162, 148, 295, 283], [312, 76, 429, 194], [53, 1, 187, 91], [0, 46, 40, 168]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/80_0_7.jpg,"[[234, 364, 367, 497], [148, 217, 283, 350], [76, 83, 194, 200], [1, 325, 91, 459], [46, 472, 168, 512]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate90/94_0_4.jpg,"[[138, 476, 271, 512], [406, 113, 512, 278]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate180/94_0_4.jpg,"[[476, 241, 512, 374], [113, 0, 278, 106]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate270/94_0_4.jpg,"[[241, 0, 374, 36], [0, 234, 106, 399]]","['Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/94_0_4.jpg,"[[476, 138, 513, 271], [113, 406, 278, 513]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/94_0_4.jpg,"[[138, 0, 271, 36], [406, 234, 512, 399]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/94_0_4.jpg,"[[0, 241, 36, 374], [234, 0, 399, 106]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/94_0_4.jpg,"[[241, 476, 374, 512], [0, 113, 106, 278]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate90/18_1_2.jpg,"[[349, 1, 444, 35]]",['Floating Head Tank']
Rotate180/18_1_2.jpg,"[[1, 68, 35, 163]]",['Floating Head Tank']
Rotate270/18_1_2.jpg,"[[68, 477, 163, 511]]",['Floating Head Tank']
HorizontalFlip/18_1_2.jpg,"[[1, 349, 35, 444]]",['Floating Head Tank']
HFlipRotate90/18_1_2.jpg,"[[349, 477, 444, 511]]",['Floating Head Tank']
HFlipRotate180/18_1_2.jpg,"[[477, 68, 511, 163]]",['Floating Head Tank']
HFlipRotate270/18_1_2.jpg,"[[68, 1, 163, 35]]",['Floating Head Tank']
Rotate90/02_2_3.jpg,"[[149, 249, 234, 333], [163, 104, 215, 158], [305, 103, 360, 157], [161, 423, 223, 483], [297, 423, 359, 484], [357, 329, 384, 356], [289, 225, 381, 316], [417, 1, 512, 71]]","['Tank', 'Tank', 'Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate180/02_2_3.jpg,"[[249, 278, 333, 363], [104, 297, 158, 349], [103, 152, 157, 207], [423, 289, 483, 351], [423, 153, 484, 215], [329, 128, 356, 155], [225, 131, 316, 223], [1, 0, 71, 95]]","['Tank', 'Tank', 'Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate270/02_2_3.jpg,"[[278, 179, 363, 263], [297, 354, 349, 408], [152, 355, 207, 409], [289, 29, 351, 89], [153, 28, 215, 89], [128, 156, 155, 183], [131, 196, 223, 287], [0, 441, 95, 511]]","['Tank', 'Tank', 'Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/02_2_3.jpg,"[[249, 149, 333, 234], [104, 163, 158, 215], [103, 305, 157, 360], [423, 161, 483, 223], [423, 297, 484, 359], [329, 357, 356, 384], [225, 289, 316, 381], [1, 417, 71, 512]]","['Tank', 'Tank', 'Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/02_2_3.jpg,"[[149, 179, 234, 263], [163, 354, 215, 408], [305, 355, 360, 409], [161, 29, 223, 89], [297, 28, 359, 89], [357, 156, 384, 183], [289, 196, 381, 287], [417, 441, 512, 511]]","['Tank', 'Tank', 'Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/02_2_3.jpg,"[[179, 278, 263, 363], [354, 297, 408, 349], [355, 152, 409, 207], [29, 289, 89, 351], [28, 153, 89, 215], [156, 128, 183, 155], [196, 131, 287, 223], [441, 0, 511, 95]]","['Tank', 'Tank', 'Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/02_2_3.jpg,"[[278, 249, 363, 333], [297, 104, 349, 158], [152, 103, 207, 157], [289, 423, 351, 483], [153, 423, 215, 484], [128, 329, 155, 356], [131, 225, 223, 316], [0, 1, 95, 71]]","['Tank', 'Tank', 'Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate90/82_5_3.jpg,"[[105, 0, 185, 26], [450, 0, 512, 48]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate180/82_5_3.jpg,"[[0, 327, 26, 407], [0, 0, 48, 62]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate270/82_5_3.jpg,"[[327, 486, 407, 512], [0, 464, 62, 512]]","['Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/82_5_3.jpg,"[[0, 105, 26, 185], [-1, 450, 48, 512]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/82_5_3.jpg,"[[105, 486, 185, 512], [450, 464, 512, 512]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/82_5_3.jpg,"[[486, 327, 512, 407], [464, 0, 512, 62]]","['Floating Head Tank', 'Floating Head Tank']"
HFlipRotate270/82_5_3.jpg,"[[327, 0, 407, 26], [0, 0, 62, 48]]","['Floating Head Tank', 'Floating Head Tank']"
Rotate90/51_7_7.jpg,"[[35, 314, 83, 367], [96, 316, 144, 369], [215, 324, 256, 370]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate180/51_7_7.jpg,"[[314, 429, 367, 477], [316, 368, 369, 416], [324, 256, 370, 297]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
Rotate270/51_7_7.jpg,"[[429, 145, 477, 198], [368, 143, 416, 196], [256, 142, 297, 188]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HorizontalFlip/51_7_7.jpg,"[[314, 35, 367, 83], [316, 96, 369, 144], [324, 215, 370, 256]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate90/51_7_7.jpg,"[[35, 145, 83, 198], [96, 143, 144, 196], [215, 142, 256, 188]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
HFlipRotate180/51_7_7.jpg,"[[145, 429, 198, 477], [143, 368, 196, 416], [142, 256, 188, 297]]","['Floating Head Tank', 'Floating Head Tank', 'Floating Head Tank']"
